icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,departure_airport_icao,arrival_airport_icao,departure_airport_name,arrival_airport_name,departure_city,arrival_city,departure_lat,departure_lon,arrival_lat,arrival_lon,airline,route_confidence,route_distance_km,anomaly
48c224,RYR4YZ,Poland,1753810462,1753810463,5.97,51.4511,4175.76,False,194.74,102.2,15.61,,4282.44,3132.0,False,0,EIDW,LSZH,Dublin Airport,Zurich Airport,Dublin,Zurich,53.4213,-6.27,47.4647,8.5492,Ryanair,high,1772.8398357652618,0
505ec7,OMM055,Slovakia,1753810458,1753810459,6.1607,50.1903,990.6,False,72.43,353.88,-0.33,,,7000.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
06a0aa,QTR52J,Qatar,1753810463,1753810463,14.587,51.141,9334.5,False,230.06,340.67,-11.38,,9517.38,1000.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
06a0e9,QTR8R,Qatar,1753810462,1753810463,12.5016,48.9692,12192.0,False,241.59,295.75,0.0,,12512.04,1000.0,False,0,EDDM,EDDF,Munich Airport,Frankfurt Airport,Munich,Frankfurt,48.3538,11.7861,50.0379,8.5622,Unknown,medium,403.7368321696943,0
3dcfff,PTO8892,Germany,1753810463,1753810463,12.5499,53.8954,937.26,False,57.76,274.09,-0.65,,982.98,5063.0,False,0,EKCH,EDDF,Copenhagen Airport,Frankfurt Airport,Copenhagen,Frankfurt,55.6181,12.6561,50.0379,8.5622,Unknown,medium,768.2182355354822,0
4b1815,SWR438A,Switzerland,1753810462,1753810463,7.027,47.7593,7322.82,False,209.02,111.51,-8.13,,7604.76,2207.0,False,0,LSZH,LFPG,Zurich Airport,Paris Charles de Gaulle,Zurich,Paris,47.4647,8.5492,49.0097,2.5479,Swiss International,high,687.8653672394695,0
4b1812,SWR5YG,Switzerland,1753810462,1753810463,12.5155,45.52,2346.96,False,116.5,128.19,10.08,,2461.26,1000.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Swiss International,high,285.6288450490251,0
4b1807,SWR461V,Switzerland,1753810463,1753810463,9.0204,48.463,8343.9,False,207.65,8.69,-5.2,,8633.46,1000.0,False,0,LSZH,EGLL,Zurich Airport,London Heathrow,Zurich,London,47.4647,8.5492,51.47,-0.4543,Swiss International,high,1093.817228987156,0
4b180c,SWR268L,Switzerland,1753810462,1753810462,8.741,48.7438,7780.02,False,216.86,190.11,-5.2,,8054.34,1121.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Swiss International,high,285.6288450490251,0
440db0,EJU32DE,Austria,1753810463,1753810463,8.8753,45.4767,4358.64,False,188.28,114.88,10.4,,4541.52,470.0,False,0,EGKK,EDDF,London Gatwick,Frankfurt Airport,London,Frankfurt,51.1481,-0.1903,50.0379,8.5622,easyJet Europe,high,979.31193108891,0
3c6669,DLH7CP,Germany,1753810462,1753810463,9.5149,49.9852,6088.38,False,224.41,79.57,12.03,,6256.02,1000.0,False,0,EDDM,EIDW,Munich Airport,Dublin Airport,Munich,Dublin,48.3538,11.7861,53.4213,-6.27,Lufthansa,high,2081.663777109709,0
3c6666,DLH3PK,Germany,1753810462,1753810462,14.6657,45.0835,10058.4,False,272.99,148.41,0.33,,10332.72,5212.0,False,0,EDDM,EHAM,Munich Airport,Amsterdam Schiphol,Munich,Amsterdam,48.3538,11.7861,52.3105,4.7683,Lufthansa,high,894.2563408247827,0
3c6678,DLH6HP,Germany,1753810463,1753810463,9.2681,49.4517,4419.6,False,187.73,7.24,-5.85,,4572.0,1000.0,False,0,EDDM,LIMC,Munich Airport,Milan Malpensa,Munich,Milan,48.3538,11.7861,45.6306,8.7281,Lufthansa,high,454.5200241782972,0
3c666a,DLH9FL,Germany,1753810463,1753810463,11.2283,47.0847,8526.78,False,208.5,13.56,-1.63,,8793.48,1000.0,False,0,EDDF,LEMD,Frankfurt Airport,Madrid Barajas,Frankfurt,Madrid,50.0379,8.5622,40.4983,-3.5676,Lufthansa,high,1712.913849439078,0
3c6674,DLH583,Germany,1753810463,1753810463,12.5874,48.4821,10988.04,False,202.68,311.3,0.0,,11262.36,1000.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Lufthansa,high,285.6288450490251,0
3c65d0,DLH3VM,Germany,1753810462,1753810463,6.2714,50.707,11590.02,False,213.23,291.37,0.0,,11902.44,6660.0,False,0,EDDM,LFPO,Munich Airport,Paris Orly,Munich,Paris,48.3538,11.7861,48.7233,2.3794,Lufthansa,high,1044.9489248092175,0
3c65cf,DLH5M,Germany,1753810463,1753810463,12.1984,49.7237,7429.5,False,221.61,162.57,-7.48,,7627.62,1362.0,False,0,EDDF,LFPG,Frankfurt Airport,Paris Charles de Gaulle,Frankfurt,Paris,50.0379,8.5622,49.0097,2.5479,Lufthansa,high,677.2728443347851,0
3c65ce,DLH8H,Germany,1753810462,1753810463,6.1445,50.3963,8747.76,False,252.13,105.62,-18.53,,9029.7,3446.0,False,0,EDDF,LIRF,Frankfurt Airport,Rome Fiumicino,Frankfurt,Rome,50.0379,8.5622,41.8003,12.2389,Lufthansa,high,1001.3170689170588,0
3c65d7,DLH9KA,Germany,1753810463,1753810463,13.9263,54.4272,11590.02,False,231.21,184.59,0.0,,11795.76,7674.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Lufthansa,high,490.8960156472752,0
3ff03c,DMYZE,Germany,1753810409,1753810448,7.6564,47.9996,929.64,False,34.2,164.29,-0.33,,,7000.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,1
adf489,N999EU,United States,1753810463,1753810463,11.3703,47.6746,4015.74,False,102.95,358.0,-5.2,,4160.52,2133.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
300000,PROVA28,Italy,1753810462,1753810462,8.7081,45.8054,480.06,False,73.05,168.22,0.33,,533.4,,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
3d0b76,DECPA,Germany,1753810280,1753810280,10.5181,50.9853,457.2,False,38.81,284.59,-3.9,,533.4,7000.0,False,0,EDDF,EDDM,Frankfurt Airport,Munich Airport,Frankfurt,Munich,50.0379,8.5622,48.3538,11.7861,Unknown,medium,403.7368321696943,0
485993,PHKFY,Kingdom of the Netherlands,1753810463,1753810463,6.3351,52.8148,594.36,False,60.81,29.38,0.0,,662.94,7000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
485992,PHKFX,Kingdom of the Netherlands,1753810462,1753810462,6.5736,53.316,929.64,False,49.61,40.79,4.23,,998.22,7000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
495302,TAP72LP,Portugal,1753810459,1753810461,8.5195,50.0424,68.58,False,61.84,250.06,-0.33,,152.4,5202.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
3d1e6d,DEJTT,Germany,1753810463,1753810463,13.1324,51.8978,571.5,False,46.2,127.76,-0.33,,617.22,,False,0,EKCH,EDDM,Copenhagen Airport,Munich Airport,Copenhagen,Munich,55.6181,12.6561,48.3538,11.7861,Unknown,medium,812.0995051539496,0
440cfe,EJU85JZ,Austria,1753810463,1753810463,8.5106,50.8272,11902.44,False,217.74,325.78,0.33,,12199.62,1000.0,False,0,EGKK,EDDM,London Gatwick,Munich Airport,London,Munich,51.1481,-0.1903,48.3538,11.7861,easyJet Europe,high,1365.0846134556823,0
440cff,EJU62DU,Austria,1753810463,1753810463,11.1139,46.5815,11582.4,False,207.7,353.32,0.0,,11948.16,1000.0,False,0,EGGW,EIDW,London Luton,Dublin Airport,London,Dublin,51.8747,-0.3683,53.4213,-6.27,easyJet Europe,high,677.2094849147124,0
3c6754,DLH883,Germany,1753810462,1753810462,11.563,52.6531,10858.5,False,221.75,220.86,-5.2,,11079.48,1000.0,False,0,EDDF,LOWW,Frankfurt Airport,Vienna Airport,Frankfurt,Vienna,50.0379,8.5622,48.1103,16.5697,Lufthansa,high,914.2229679794804,0
3c674a,DLH7MK,Germany,1753810463,1753810463,9.3046,50.3223,2194.56,False,157.64,219.04,-5.2,,2339.34,1000.0,False,0,EDDM,EHAM,Munich Airport,Amsterdam Schiphol,Munich,Amsterdam,48.3538,11.7861,52.3105,4.7683,Lufthansa,high,894.2563408247827,0
3c6753,DLH8EJ,Germany,1753810463,1753810463,10.5184,50.3866,7239.0,False,236.32,278.77,-10.08,,7459.98,1000.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Lufthansa,high,531.6670719805866,0
3c6751,DLH94U,Germany,1753810463,1753810463,11.5573,48.0849,3474.72,False,181.32,22.34,-5.2,,3657.6,1000.0,False,0,EDDF,LFPG,Frankfurt Airport,Paris Charles de Gaulle,Frankfurt,Paris,50.0379,8.5622,49.0097,2.5479,Lufthansa,high,677.2728443347851,0
3c675a,DLH67J,Germany,1753810463,1753810463,11.8655,48.4995,2575.56,False,167.22,104.98,-14.31,,2743.2,1000.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Lufthansa,high,531.6670719805866,0
408052,EZY2825,United Kingdom,1753810462,1753810463,10.7893,47.0768,12161.52,False,254.1,144.48,0.0,,12534.9,571.0,False,0,EGKK,LSZH,London Gatwick,Zurich Airport,London,Zurich,51.1481,-0.1903,47.4647,8.5492,easyJet,high,1052.7242329665498,0
40803e,TOM81Y,United Kingdom,1753810463,1753810463,10.2016,47.9898,11277.6,False,252.45,128.13,0.33,,11605.26,4760.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
440cbd,FTY14,Austria,1753810463,1753810463,11.3987,47.1894,3299.46,False,103.74,15.83,-0.65,,3444.24,1000.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
440cdb,JFL657,Austria,1753810462,1753810463,11.7036,48.7081,3710.94,False,186.41,104.38,-1.3,,3832.86,1000.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
4008b5,BAW5KC,United Kingdom,1753810463,1753810463,5.1648,47.9576,9898.38,False,222.17,312.18,1.3,,10226.04,6745.0,False,0,EGLL,LEMD,London Heathrow,Madrid Barajas,London,Madrid,51.47,-0.4543,40.4983,-3.5676,British Airways,high,1265.93948997864,0
4008b1,BAW8LV,United Kingdom,1753810463,1753810463,5.8093,52.3164,11269.98,False,246.01,85.92,0.33,,11506.2,3447.0,False,0,EGKK,LFPO,London Gatwick,Paris Orly,London,Paris,51.1481,-0.1903,48.7233,2.3794,British Airways,high,392.1775169164212,0
3c6586,DLH6LU,Germany,1753810463,1753810463,9.452,47.7552,10363.2,False,214.66,357.94,0.0,,10706.1,1000.0,False,0,EDDM,EGLL,Munich Airport,London Heathrow,Munich,London,48.3538,11.7861,51.47,-0.4543,Lufthansa,high,1402.0231323222167,0
3c658d,DLH99Y,Germany,1753810462,1753810463,10.5129,49.3778,7223.76,False,190.78,303.0,-5.2,,7437.12,1000.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Lufthansa,high,285.6288450490251,0
3c658e,DLH1MW,Germany,1753810463,1753810463,10.0658,46.4718,11582.4,False,222.73,336.16,0.0,,11978.64,1000.0,False,0,EDDF,LFPG,Frankfurt Airport,Paris Charles de Gaulle,Frankfurt,Paris,50.0379,8.5622,49.0097,2.5479,Lufthansa,high,677.2728443347851,0
02a1a6,LBT2345,Tunisia,1753810463,1753810463,7.7733,50.4428,7665.72,False,231.71,141.4,6.18,,7901.94,132.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
3c6598,DLH11V,Germany,1753810463,1753810463,11.4137,47.7907,4556.76,False,182.23,19.46,-3.25,,4724.4,1000.0,False,0,EDDM,EGKK,Munich Airport,London Gatwick,Munich,London,48.3538,11.7861,51.1481,-0.1903,Lufthansa,high,1365.0846134556823,0
408210,EXS18Y,United Kingdom,1753810463,1753810463,11.3776,47.8313,11285.22,False,253.63,125.17,0.0,,11635.74,2206.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
39705c,FJDTF,France,1753810289,1753810297,5.4415,46.6782,320.04,False,36.79,137.83,-0.33,,,,False,0,LSZH,LIMC,Zurich Airport,Milan Malpensa,Zurich,Milan,47.4647,8.5492,45.6306,8.7281,Unknown,medium,204.5512872959248,0
3c6550,LHX1949,Germany,1753810463,1753810463,12.0162,48.3817,1173.48,False,96.81,263.59,-1.95,,1280.16,1000.0,False,0,EDDM,EGKK,Munich Airport,London Gatwick,Munich,London,48.3538,11.7861,51.1481,-0.1903,Lufthansa,high,1365.0846134556823,0
40825d,TOM5276,United Kingdom,1753810463,1753810463,7.3085,49.9385,10668.0,False,251.08,110.89,0.33,,10988.04,4633.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
40823c,EXS25TO,United Kingdom,1753810463,1753810463,8.4861,48.7753,10668.0,False,244.65,128.34,0.0,,11010.9,525.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
3c64a2,DLH1307,Germany,1753810463,1753810463,13.2511,49.781,10347.96,False,197.11,305.22,0.0,,10591.8,2201.0,False,0,EDDF,EGLL,Frankfurt Airport,London Heathrow,Frankfurt,London,50.0379,8.5622,51.47,-0.4543,Lufthansa,high,1013.377007117223,0
3c64b1,DLH4CF,Germany,1753810462,1753810463,7.1404,51.2476,8404.86,False,267.67,132.27,-4.88,,8663.94,5243.0,False,0,EDDM,LEMD,Munich Airport,Madrid Barajas,Munich,Madrid,48.3538,11.7861,40.4983,-3.5676,Lufthansa,high,1914.3718675128769,0
3c64af,DLH1293,Germany,1753810462,1753810463,8.6727,50.0606,441.96,False,68.35,250.2,-4.23,,533.4,6043.0,False,0,EDDM,EGGW,Munich Airport,London Luton,Munich,London,48.3538,11.7861,51.8747,-0.3683,Lufthansa,high,1404.6047901778527,0
3c64ad,DLH1308,Germany,1753810462,1753810462,8.7009,48.3062,9182.1,False,242.24,162.07,4.55,,9502.14,6437.0,False,0,EDDF,LEMD,Frankfurt Airport,Madrid Barajas,Frankfurt,Madrid,50.0379,8.5622,40.4983,-3.5676,Lufthansa,high,1712.913849439078,0
4080f7,EZY6313,United Kingdom,1753810463,1753810463,6.0081,46.0744,10668.0,False,244.24,125.4,0.0,,11071.86,2731.0,False,0,EGGW,LFPO,London Luton,Paris Orly,London,Paris,51.8747,-0.3683,48.7233,2.3794,easyJet,high,464.096525409585,0
0a0093,DAH1544,Algeria,1753810462,1753810463,5.0939,46.5665,10972.8,False,225.33,0.26,0.33,,11353.8,1000.0,False,0,LFPO,LFPG,Paris Orly,Paris Charles de Gaulle,Paris,Paris,48.7233,2.3794,49.0097,2.5479,Unknown,medium,36.88428451807087,0
02a1b0,LBT599,Tunisia,1753810462,1753810462,5.8889,45.5569,6042.66,False,220.4,99.13,10.4,,6309.36,4062.0,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
4080a4,EXS25H,United Kingdom,1753810463,1753810463,11.5554,48.3155,10668.0,False,251.42,138.32,0.0,,10972.8,7501.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
4080de,EXS91YH,United Kingdom,1753810462,1753810463,10.0151,47.8015,10660.38,False,248.67,140.88,0.33,,11018.52,5201.0,False,0,LSZH,EDDM,Zurich Airport,Munich Airport,Zurich,Munich,47.4647,8.5492,48.3538,11.7861,Unknown,medium,372.6033810834516,0
78216a,CSG2531,China,1753810462,1753810463,8.0086,54.0256,10363.2,False,240.14,236.89,0.0,,10515.6,3517.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
4b28e3,HBPMP,Switzerland,1753810418,1753810418,6.0439,46.0712,1264.92,False,63.33,226.97,0.65,,1303.02,,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
4080ad,EZY96LM,United Kingdom,1753810463,1753810463,12.0968,48.0927,11285.22,False,253.83,130.89,0.0,,11612.88,2214.0,False,0,EGKK,EDDM,London Gatwick,Munich Airport,London,Munich,51.1481,-0.1903,48.3538,11.7861,easyJet,high,1365.0846134556823,0
3c6635,DLH3P,Germany,1753810463,1753810463,13.0731,50.2124,7040.88,False,200.58,278.11,9.43,,7200.9,1000.0,False,0,EDDF,LFPG,Frankfurt Airport,Paris Charles de Gaulle,Frankfurt,Paris,50.0379,8.5622,49.0097,2.5479,Lufthansa,high,677.2728443347851,0
4b15ee,SWR4ET,Switzerland,1753810463,1753810463,9.2861,49.6491,3573.78,False,194.99,0.6,-5.85,,3733.8,1000.0,False,0,LSZH,LIRF,Zurich Airport,Rome Fiumicino,Zurich,Rome,47.4647,8.5492,41.8003,12.2389,Swiss International,high,750.3740673940231,0
3c6641,DLH2CT,Germany,1753810461,1753810463,8.9756,47.4023,9745.98,False,222.79,358.94,0.0,,10035.54,1000.0,False,0,EDDF,LEMD,Frankfurt Airport,Madrid Barajas,Frankfurt,Madrid,50.0379,8.5622,40.4983,-3.5676,Lufthansa,high,1712.913849439078,0
3c6481,DLH2F,Germany,1753810463,1753810463,8.841,50.119,1417.32,False,105.62,250.06,-4.55,,1524.0,1000.0,False,0,EDDF,LOWW,Frankfurt Airport,Vienna Airport,Frankfurt,Vienna,50.0379,8.5622,48.1103,16.5697,Lufthansa,high,914.2229679794804,0
3c6483,DLH2XV,Germany,1753810463,1753810463,14.4768,46.8761,10355.58,False,220.55,324.49,0.0,,10607.04,6630.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Lufthansa,high,285.6288450490251,0
3c6498,DLH84T,Germany,1753810463,1753810463,11.5416,48.4392,3268.98,False,157.1,84.55,-5.53,,3406.14,1000.0,False,0,EDDM,LFPG,Munich Airport,Paris Charles de Gaulle,Munich,Paris,48.3538,11.7861,49.0097,2.5479,Lufthansa,high,1028.021477032484,0
3c6497,DLH15E,Germany,1753810463,1753810463,10.5616,47.6326,6309.36,False,195.73,52.05,-10.73,,6545.58,1000.0,False,0,EDDF,LOWW,Frankfurt Airport,Vienna Airport,Frankfurt,Vienna,50.0379,8.5622,48.1103,16.5697,Lufthansa,high,914.2229679794804,0
4b1617,SWR849W,Switzerland,1753810462,1753810462,8.1634,49.9085,9456.42,False,216.32,169.17,0.33,,9753.6,1000.0,False,0,LSZH,LOWW,Zurich Airport,Vienna Airport,Zurich,Vienna,47.4647,8.5492,48.1103,16.5697,Swiss International,high,893.1549982028931,0
4b1618,SWR2HE,Switzerland,1753810463,1753810463,9.8064,47.8573,5859.78,False,183.1,260.46,-5.2,,6088.38,1000.0,False,0,LSZH,LIRF,Zurich Airport,Rome Fiumicino,Zurich,Rome,47.4647,8.5492,41.8003,12.2389,Swiss International,high,750.3740673940231,0
3c6429,CFG8VE,Germany,1753810463,1753810463,14.8879,47.3724,10363.2,False,227.76,316.1,0.0,,10607.04,7740.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
4b1614,SWR2FW,Switzerland,1753810463,1753810463,13.8128,46.1273,5806.44,False,190.08,295.32,2.93,,6027.42,1000.0,False,0,LSZH,LFPG,Zurich Airport,Paris Charles de Gaulle,Zurich,Paris,47.4647,8.5492,49.0097,2.5479,Swiss International,high,687.8653672394695,0
3c6447,DLH8RT,Germany,1753810462,1753810462,9.9571,51.7001,8915.4,False,247.65,185.72,-8.45,,9136.38,1371.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Lufthansa,high,490.8960156472752,0
3c644d,DLH3PP,Germany,1753810463,1753810463,10.4925,51.4666,5905.5,False,180.7,344.82,-7.48,,6050.28,1000.0,False,0,EDDF,LEMD,Frankfurt Airport,Madrid Barajas,Frankfurt,Madrid,50.0379,8.5622,40.4983,-3.5676,Lufthansa,high,1712.913849439078,0
3c644c,DLH4PL,Germany,1753810462,1753810463,14.3764,47.276,9707.88,False,226.58,303.33,-6.18,,9974.58,2655.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Lufthansa,high,531.6670719805866,0
440c70,LDX750,Austria,1753810463,1753810463,9.2584,45.1561,12291.06,False,232.6,296.11,-6.18,,12725.4,3716.0,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
495148,TAP1242,Portugal,1753810463,1753810463,10.0719,50.0923,10683.24,False,255.75,95.31,0.0,,10965.18,1000.0,False,0,EDDF,EDDM,Frankfurt Airport,Munich Airport,Frankfurt,Munich,50.0379,8.5622,48.3538,11.7861,Unknown,medium,403.7368321696943,0
4b169a,SWR262C,Switzerland,1753810463,1753810463,7.8583,47.2586,4876.8,False,164.5,26.57,-4.23,,5067.3,1000.0,False,0,LSZH,EGLL,Zurich Airport,London Heathrow,Zurich,London,47.4647,8.5492,51.47,-0.4543,Swiss International,high,1093.817228987156,0
440c33,EJU19HU,Austria,1753810462,1753810462,5.4169,45.4942,11155.68,False,205.78,269.57,2.6,,11597.64,1000.0,False,0,EGGW,EDDM,London Luton,Munich Airport,London,Munich,51.8747,-0.3683,48.3538,11.7861,easyJet Europe,high,1404.6047901778527,0
440c36,EJU5020,Austria,1753810463,1753810463,7.1139,45.9894,10980.42,False,233.57,33.41,0.65,,11384.28,1000.0,False,0,EGGW,LSZH,London Luton,Zurich Airport,London,Zurich,51.8747,-0.3683,47.4647,8.5492,easyJet Europe,high,1104.268180699892,0
4b028c,SWR3F,Switzerland,1753810462,1753810463,6.5906,48.9784,10241.28,False,242.17,155.39,-4.88,,10576.56,2016.0,False,0,LSZH,EGLL,Zurich Airport,London Heathrow,Zurich,London,47.4647,8.5492,51.47,-0.4543,Swiss International,high,1093.817228987156,0
3991e8,AFR81EP,France,1753810462,1753810463,7.582,46.195,9753.6,False,223.16,296.57,0.0,,10134.6,1000.0,False,0,LFPO,EGLL,Paris Orly,London Heathrow,Paris,London,48.7233,2.3794,51.47,-0.4543,Air France,high,438.0524197880658,0
4b27bf,HBPBJ,Switzerland,1753810297,1753810300,6.1026,46.2131,617.22,False,64.07,281.58,-5.85,,708.66,,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
4951ca,TAP920,Portugal,1753810463,1753810463,6.2231,46.071,9144.0,False,239.69,50.4,0.0,,9502.14,2003.0,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
40097f,BAW856Z,United Kingdom,1753810463,1753810463,11.1903,51.2845,10675.62,False,260.8,104.86,0.33,,10911.84,542.0,False,0,EGKK,EDDM,London Gatwick,Munich Airport,London,Munich,51.1481,-0.1903,48.3538,11.7861,British Airways,high,1365.0846134556823,0
400982,BAW8TP,United Kingdom,1753810463,1753810463,13.3862,48.8218,11582.4,False,220.01,295.19,0.0,,11856.72,3101.0,False,0,EGKK,EGKK,London Gatwick,London Gatwick,London,London,51.1481,-0.1903,51.1481,-0.1903,British Airways,high,0.0,0
408041,WUK3WU,United Kingdom,1753810462,1753810463,11.9395,46.2775,10675.62,False,254.69,136.15,-0.33,,11049.0,3463.0,False,0,EDDM,LIMC,Munich Airport,Milan Malpensa,Munich,Milan,48.3538,11.7861,45.6306,8.7281,Unknown,medium,454.5200241782972,0
440d6e,EJU858K,Austria,1753810462,1753810463,6.4456,46.1963,8709.66,False,210.12,50.46,-5.2,,9060.18,1000.0,False,0,EGKK,LSZH,London Gatwick,Zurich Airport,London,Zurich,51.1481,-0.1903,47.4647,8.5492,easyJet Europe,high,1052.7242329665498,0
400960,BAW954M,United Kingdom,1753810463,1753810463,10.2175,49.1144,8602.98,False,255.13,124.23,-9.75,,8877.3,4641.0,False,0,EGKK,LIMC,London Gatwick,Milan Malpensa,London,Milan,51.1481,-0.1903,45.6306,8.7281,British Airways,high,1164.075500611541,0
440d62,OEXDG,Austria,1753810462,1753810462,12.8738,52.8337,533.4,False,65.65,344.55,0.0,,579.12,,False,0,EKCH,EDDM,Copenhagen Airport,Munich Airport,Copenhagen,Munich,55.6181,12.6561,48.3538,11.7861,Unknown,medium,812.0995051539496,0
48455a,KLM14M,Kingdom of the Netherlands,1753810462,1753810463,11.1968,48.1096,12184.38,False,218.85,344.04,0.0,,12542.52,1000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,KLM,high,490.8960156472752,0
4ca9bd,ITY1793,Ireland,1753810462,1753810462,9.5318,45.2597,4183.38,False,185.98,139.04,13.0,,4335.78,1000.0,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
4ca9a9,RYR6895,Ireland,1753810463,1753810463,11.1165,46.542,11277.6,False,254.02,157.75,0.0,,11658.6,511.0,False,0,EGKK,LIMC,London Gatwick,Milan Malpensa,London,Milan,51.1481,-0.1903,45.6306,8.7281,Ryanair,high,1164.075500611541,0
4854cf,TRA37B,Kingdom of the Netherlands,1753810463,1753810463,13.4414,46.3167,4564.38,False,200.44,176.76,0.65,,4724.4,176.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
