icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,departure_airport_icao,arrival_airport_icao,departure_airport_name,arrival_airport_name,departure_city,arrival_city,departure_lat,departure_lon,arrival_lat,arrival_lon,airline,route_confidence,route_distance_km,anomaly
440a8d,TAY812,Austria,1753810462,1753810463,14.7197,48.2191,10363.2,False,243.93,292.83,0.0,,10561.32,3206.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
4854c7,TRA431E,Kingdom of the Netherlands,1753810463,1753810463,10.8294,46.8269,11887.2,False,250.43,165.36,0.0,,12268.2,1000.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
4867c4,KLM1368,Kingdom of the Netherlands,1753810463,1753810463,7.7293,52.0007,10126.98,False,202.05,295.33,-4.88,,10370.82,1000.0,False,0,EHAM,EGLL,Amsterdam Schiphol,London Heathrow,Amsterdam,London,52.3105,4.7683,51.47,-0.4543,KLM,high,587.1678731284691,0
440a11,OEFAA,Austria,1753810462,1753810463,13.3239,47.4798,4693.92,False,154.15,336.6,-9.75,,4846.32,1000.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
3de4b7,CHX63,Germany,1753810237,1753810241,12.3873,51.33,152.4,False,2.77,291.8,-1.95,,205.74,20.0,False,0,EDDM,EDDF,Munich Airport,Frankfurt Airport,Munich,Frankfurt,48.3538,11.7861,50.0379,8.5622,Unknown,medium,403.7368321696943,1
4ca8d4,RYR2126,Ireland,1753810463,1753810463,13.5777,47.7141,10058.4,False,242.59,129.67,0.33,,10317.48,2560.0,False,0,EIDW,EIDW,Dublin Airport,Dublin Airport,Dublin,Dublin,53.4213,-6.27,53.4213,-6.27,Ryanair,high,0.0,0
4b24fe,HBOAG,Switzerland,1753810463,1753810463,7.745,47.1849,472.44,False,28.52,50.86,3.58,,579.12,,False,0,LSZH,LIMC,Zurich Airport,Milan Malpensa,Zurich,Milan,47.4647,8.5492,45.6306,8.7281,Unknown,medium,204.5512872959248,1
a0365a,N11222,United States,1753810463,1753810463,9.5559,50.6383,5486.4,False,87.3,8.13,0.65,,5646.42,7525.0,False,0,EDDF,EDDM,Frankfurt Airport,Munich Airport,Frankfurt,Munich,50.0379,8.5622,48.3538,11.7861,Unknown,medium,403.7368321696943,0
4baa8d,THY41B,Turkey,1753810463,1753810463,14.5981,46.8542,10043.16,False,247.57,124.42,0.0,,10302.24,7647.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
4baa8c,THY6BK,Turkey,1753810462,1753810463,12.1667,51.9609,9448.8,False,255.08,133.61,0.0,,9646.92,7622.0,False,0,EDDM,EKCH,Munich Airport,Copenhagen Airport,Munich,Copenhagen,48.3538,11.7861,55.6181,12.6561,Unknown,medium,812.0995051539496,0
49c3df,OKDUD23,Czech Republic,1753810463,1753810463,13.8836,49.8913,868.68,False,65.16,137.24,-0.33,,,,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
4baa66,THY9YG,Turkey,1753810463,1753810463,12.3318,46.9387,10660.38,False,261.8,114.25,-0.33,,10988.04,6027.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
4baa63,THY5SZ,Turkey,1753810462,1753810462,13.8205,46.1606,10050.78,False,264.59,113.13,0.33,,10340.34,3067.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
440b1e,EJU76EN,Austria,1753810463,1753810463,8.3097,48.1543,9448.8,False,208.01,218.37,-0.33,,9776.46,1000.0,False,0,EGGW,LSZH,London Luton,Zurich Airport,London,Zurich,51.8747,-0.3683,47.4647,8.5492,easyJet Europe,high,1104.268180699892,0
3d2ad0,DEOLS,Germany,1753810331,1753810331,10.5637,52.3215,137.16,False,37.68,265.3,-0.33,,220.98,7000.0,False,0,EDDF,EKCH,Frankfurt Airport,Copenhagen Airport,Frankfurt,Copenhagen,50.0379,8.5622,55.6181,12.6561,Unknown,medium,768.2182355354822,0
45d066,VKG772,Denmark,1753810462,1753810463,13.1843,53.4465,10668.0,False,244.8,163.39,0.0,,10835.64,2105.0,False,0,EKCH,EDDM,Copenhagen Airport,Munich Airport,Copenhagen,Munich,55.6181,12.6561,48.3538,11.7861,Unknown,medium,812.0995051539496,0
77058f,ALK503,Sri Lanka,1753810462,1753810463,8.7386,50.0192,12192.0,False,226.29,293.3,0.0,,12519.66,6611.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
4ca84f,RYR26FR,Ireland,1753810462,1753810462,12.4136,49.4912,11277.6,False,245.15,112.58,-0.33,,11559.54,4743.0,False,0,EIDW,LOWW,Dublin Airport,Vienna Airport,Dublin,Vienna,53.4213,-6.27,48.1103,16.5697,Ryanair,high,2602.8461385886585,0
4ca85c,EJU1969,Ireland,1753810463,1753810463,6.4194,47.1711,9144.0,False,234.43,335.91,0.0,,9494.52,1000.0,False,0,EGGW,LFPG,London Luton,Paris Charles de Gaulle,London,Paris,51.8747,-0.3683,49.0097,2.5479,easyJet Europe,high,453.777550026706,0
3d3f9d,DEWIN,Germany,1753810463,1753810463,6.1212,51.6169,342.9,False,51.57,71.38,1.63,,411.48,7000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
4baa10,THY1GA,Turkey,1753810463,1753810463,14.6398,50.4598,10675.62,False,244.58,133.12,0.65,,10919.46,7635.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
3c0c9e,TUI945,Germany,1753810463,1753810463,9.179,47.8544,7315.2,False,219.65,5.51,0.0,,7566.66,1000.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,0
4ca7b6,RYR14WK,Ireland,1753810462,1753810462,5.0705,49.3858,10972.8,False,230.99,63.83,0.0,,11315.7,1000.0,False,0,EGKK,LFPO,London Gatwick,Paris Orly,London,Paris,51.1481,-0.1903,48.7233,2.3794,Ryanair,high,392.1775169164212,0
501dc4,CTN6CH,Croatia,1753810463,1753810463,9.9376,47.7358,5486.4,False,139.0,267.88,0.0,,5692.14,1000.0,False,0,LSZH,EDDM,Zurich Airport,Munich Airport,Zurich,Munich,47.4647,8.5492,48.3538,11.7861,Unknown,medium,372.6033810834516,0
49d5a9,OKBIT,Czech Republic,1753810463,1753810463,14.5166,50.1259,327.66,False,34.56,224.4,1.63,,388.62,,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,1
ac1e56,FDX8,United States,1753810463,1753810463,10.4276,46.2589,10668.0,False,271.96,123.27,0.0,,11033.76,1146.0,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
501d1d,CTN414,Croatia,1753810462,1753810462,8.5814,50.0388,68.58,False,66.11,249.03,-1.63,,175.26,1000.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
49d5c8,OKBIJ,Czech Republic,1753810462,1753810463,14.6932,50.2084,579.12,False,49.22,228.81,-1.3,,640.08,,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
49d5d7,AAN251,Czech Republic,1753810463,1753810463,14.6996,49.8206,2407.92,False,120.67,11.31,-5.2,,2514.6,1000.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
4ca804,RYR604Q,Ireland,1753810463,1753810463,9.8072,45.6249,3215.64,False,152.85,343.58,5.53,,3345.18,3753.0,False,0,EIDW,EHAM,Dublin Airport,Amsterdam Schiphol,Dublin,Amsterdam,53.4213,-6.27,52.3105,4.7683,Ryanair,high,1231.4395406324786,0
44c06b,PGC26Z,Belgium,1753810463,1753810463,5.0647,47.1431,7315.2,False,130.8,321.87,0.0,,7604.76,5756.0,False,0,LFPO,LFPG,Paris Orly,Paris Charles de Gaulle,Paris,Paris,48.7233,2.3794,49.0097,2.5479,Unknown,medium,36.88428451807087,0
706057,KAC105,Kuwait,1753810462,1753810463,13.566,50.8804,11582.4,False,244.88,290.8,0.0,,11849.1,6605.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
4ca847,RYR4GH,Ireland,1753810462,1753810463,6.4766,46.9433,10668.0,False,220.97,193.87,0.0,,11033.76,1000.0,False,0,EIDW,LSZH,Dublin Airport,Zurich Airport,Dublin,Zurich,53.4213,-6.27,47.4647,8.5492,Ryanair,high,1772.8398357652618,0
706066,KAC181,Kuwait,1753810462,1753810463,6.8381,47.916,11673.84,False,258.68,109.16,5.2,,12047.22,5634.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,0
4ca812,RYR533D,Ireland,1753810463,1753810463,10.2573,49.7185,11277.6,False,247.41,110.32,0.33,,11567.16,3433.0,False,0,EGKK,EDDF,London Gatwick,Frankfurt Airport,London,Frankfurt,51.1481,-0.1903,50.0379,8.5622,Ryanair,high,979.31193108891,0
3e1687,CHX4,Germany,1753810463,1753810463,9.8994,52.4039,198.12,False,52.97,245.92,0.0,,259.08,4473.0,False,0,EDDF,EKCH,Frankfurt Airport,Copenhagen Airport,Frankfurt,Copenhagen,50.0379,8.5622,55.6181,12.6561,Unknown,medium,768.2182355354822,0
70605b,KAC102,Kuwait,1753810462,1753810462,14.3671,48.5653,10058.4,False,267.34,114.2,0.0,,10279.38,4652.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
501d18,CTN4408,Croatia,1753810462,1753810463,13.5823,52.3724,281.94,False,61.05,249.27,-3.25,,335.28,1000.0,False,0,EKCH,EDDM,Copenhagen Airport,Munich Airport,Copenhagen,Munich,55.6181,12.6561,48.3538,11.7861,Unknown,medium,812.0995051539496,0
70605d,KAC108,Kuwait,1753810463,1753810463,5.234,50.3782,10668.0,False,264.83,114.08,0.0,,10988.04,3466.0,False,0,EHAM,LFPG,Amsterdam Schiphol,Paris Charles de Gaulle,Amsterdam,Paris,52.3105,4.7683,49.0097,2.5479,Unknown,medium,441.5715720387802,0
48665f,PHZVD,Kingdom of the Netherlands,1753810462,1753810462,5.4557,51.8295,220.98,False,43.9,190.12,-1.63,,304.8,7000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
4bcde9,SXS1,Turkey,1753810462,1753810463,12.1536,48.6356,10972.8,False,205.89,303.69,0.0,,11269.98,6003.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
4bcdee,SXS7TG,Turkey,1753810463,1753810463,6.9552,51.3818,845.82,False,89.62,232.93,-4.23,,937.26,3253.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
4bcdf9,SXS3WR,Turkey,1753810463,1753810463,9.371,48.718,845.82,False,92.64,253.88,-4.88,,952.5,3252.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,0
4bcdd4,SXS7XX,Turkey,1753810463,1753810463,13.7606,45.1388,11277.6,False,265.75,115.82,0.65,,11620.5,3055.0,False,0,LIRF,EDDM,Rome Fiumicino,Munich Airport,Rome,Munich,41.8003,12.2389,48.3538,11.7861,Unknown,medium,729.1727636842245,0
4ca738,RYR4909,Ireland,1753810463,1753810463,13.1527,50.8005,10668.0,False,263.79,125.39,-0.33,,10904.22,4710.0,False,0,EIDW,EDDM,Dublin Airport,Munich Airport,Dublin,Munich,53.4213,-6.27,48.3538,11.7861,Ryanair,high,2081.663777109709,0
4bcde4,SXS8PF,Turkey,1753810463,1753810463,6.1514,51.3792,10972.8,False,205.79,288.66,0.0,,11254.74,3233.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
4bcde3,SXS5V,Turkey,1753810462,1753810463,13.4528,47.3755,10668.0,False,262.78,126.8,0.0,,10942.32,7655.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
3d08d4,DEBPC,Germany,1753810448,1753810449,7.301,51.782,30.48,False,35.21,258.2,-2.93,,144.78,,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,1
3df5ab,NHC01,Germany,1753810462,1753810462,7.8883,54.3526,304.8,False,63.45,274.18,-0.33,,335.28,20.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
02a262,TAR589,Tunisia,1753810462,1753810463,5.1856,45.4493,5440.68,False,212.62,182.22,14.31,,5684.52,,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
501c25,CTN4451,Croatia,1753810462,1753810462,8.4273,49.5468,11277.6,False,247.87,151.89,0.0,,11628.12,1000.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
501c13,SDR20MQ,Croatia,1753810463,1753810463,7.8106,51.864,8382.0,False,233.02,40.97,-10.4,,8595.36,1000.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
4bce42,SXS3JD,Turkey,1753810463,1753810463,6.9551,51.0835,3406.14,False,181.94,122.88,6.83,,3520.44,7650.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
501c38,CTN71F,Croatia,1753810463,1753810463,6.2168,48.1319,10797.54,False,246.59,103.02,2.28,,11155.68,1000.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,0
3d0806,DEBHE,Germany,1753810463,1753810463,5.7204,50.9062,365.76,False,61.95,318.37,3.58,,457.2,,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,0
3c8502,ELG2B,Germany,1753810463,1753810463,10.9405,46.5747,11193.78,False,246.19,157.78,7.15,,11574.78,3026.0,False,0,EDDM,LIMC,Munich Airport,Milan Malpensa,Munich,Milan,48.3538,11.7861,45.6306,8.7281,Unknown,medium,454.5200241782972,0
48418d,KLM60Q,Kingdom of the Netherlands,1753810462,1753810463,6.5167,53.3253,7650.48,False,207.16,215.7,-4.88,,7787.64,746.0,False,0,EHAM,EKCH,Amsterdam Schiphol,Copenhagen Airport,Amsterdam,Copenhagen,52.3105,4.7683,55.6181,12.6561,KLM,high,949.4076421214442,0
50848a,SEU6228,Ukraine,1753810303,1753810312,7.1947,49.217,571.5,False,68.47,267.85,-3.25,,670.56,4036.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
4a0442,BTI3FT,Romania,1753810463,1753810463,7.0023,51.1417,11277.6,False,245.95,48.31,-0.33,,11559.54,1000.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
484163,KLM56E,Kingdom of the Netherlands,1753810463,1753810463,8.9039,50.8735,12192.0,False,220.97,318.96,0.0,,12512.04,1000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,KLM,high,490.8960156472752,0
4bcdac,SXS7QA,Turkey,1753810462,1753810463,9.2763,48.8594,10972.8,False,215.83,305.39,0.0,,11308.08,3227.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
4bcdab,SXS9H,Turkey,1753810462,1753810462,7.7488,47.4328,10972.8,False,211.57,293.2,0.0,,11346.18,3251.0,False,0,LSZH,LIMC,Zurich Airport,Milan Malpensa,Zurich,Milan,47.4647,8.5492,45.6306,8.7281,Unknown,medium,204.5512872959248,0
484133,KLM31Y,Kingdom of the Netherlands,1753810462,1753810463,6.5697,53.0428,7033.26,False,195.52,229.27,-5.2,,7170.42,1000.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,KLM,high,490.8960156472752,0
4ca708,RYR56MV,Ireland,1753810463,1753810463,5.3896,48.2531,10668.0,False,237.7,104.67,0.0,,11003.28,1000.0,False,0,EIDW,EIDW,Dublin Airport,Dublin Airport,Dublin,Dublin,53.4213,-6.27,53.4213,-6.27,Ryanair,high,0.0,0
484131,KLM1782,Kingdom of the Netherlands,1753810463,1753810463,8.8922,52.321,10972.8,False,211.91,276.83,0.0,,11201.4,7676.0,False,0,EHAM,LSZH,Amsterdam Schiphol,Zurich Airport,Amsterdam,Zurich,52.3105,4.7683,47.4647,8.5492,KLM,high,682.2391082065361,0
4bccba,SXS4ZG,Turkey,1753810463,1753810463,7.1941,51.39,1348.74,False,132.61,292.59,-5.2,,1447.8,1000.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
49d60d,ECC603,Czech Republic,1753810463,1753810463,14.6618,50.1875,5722.62,False,200.1,99.17,13.0,,5897.88,1000.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
4bcca9,SXS75C,Turkey,1753810463,1753810463,8.6469,46.9556,7726.68,False,236.75,115.9,8.13,,8001.0,6743.0,False,0,LSZH,LIMC,Zurich Airport,Milan Malpensa,Zurich,Milan,47.4647,8.5492,45.6306,8.7281,Unknown,medium,204.5512872959248,0
4bccb0,SXS4H,Turkey,1753810463,1753810463,13.1234,48.6275,11277.6,False,255.94,119.5,0.0,,11559.54,4623.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
4ca61e,RYR8GW,Ireland,1753810462,1753810462,10.1735,47.4493,9547.86,False,227.13,144.4,-5.2,,9860.28,105.0,False,0,EGKK,LIMC,London Gatwick,Milan Malpensa,London,Milan,51.1481,-0.1903,45.6306,8.7281,Ryanair,high,1164.075500611541,0
4bce0f,SXS52A,Turkey,1753810463,1753810463,13.1627,49.5069,11026.14,False,248.56,123.26,4.88,,11277.6,1472.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
4bce0a,SXS5MT,Turkey,1753810462,1753810462,13.8715,48.7034,11582.4,False,224.05,298.98,0.0,,11879.58,3205.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
48a2b3,BNI5U,Poland,1753810462,1753810462,8.7229,51.6574,624.84,False,93.32,236.92,-4.55,,716.28,3005.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
4bce15,SXS34J,Turkey,1753810463,1753810463,10.9403,45.6454,8930.64,False,208.87,270.56,-5.2,,9265.92,2344.0,False,0,LIMC,EDDM,Milan Malpensa,Munich Airport,Milan,Munich,45.6306,8.7281,48.3538,11.7861,Unknown,medium,454.5200241782972,0
4d0105,CLX73X,Luxembourg,1753810463,1753810463,6.3741,49.6865,929.64,False,88.76,239.72,-2.93,,1036.32,5241.0,False,0,EDDF,EHAM,Frankfurt Airport,Amsterdam Schiphol,Frankfurt,Amsterdam,50.0379,8.5622,52.3105,4.7683,Unknown,medium,490.8960156472752,0
40631a,EZY76MJ,United Kingdom,1753810462,1753810462,6.0826,45.9777,11269.98,False,240.49,127.87,-0.33,,11689.08,7311.0,False,0,EGKK,EGGW,London Gatwick,London Luton,London,London,51.1481,-0.1903,51.8747,-0.3683,easyJet,high,83.03746413974814,0
3950cd,AFR38RF,France,1753810463,1753810463,6.2564,46.1613,10058.4,False,252.85,135.91,0.0,,10431.78,1000.0,False,0,LFPO,LOWW,Paris Orly,Vienna Airport,Paris,Vienna,48.7233,2.3794,48.1103,16.5697,Air France,high,1576.592293540689,0
76cdae,SIA338,Singapore,1753810463,1753810463,13.9824,49.306,12192.0,False,245.29,307.16,0.0,,12496.8,1000.0,False,0,EDDM,LOWW,Munich Airport,Vienna Airport,Munich,Vienna,48.3538,11.7861,48.1103,16.5697,Unknown,medium,531.6670719805866,0
abf6d7,FDX3,United States,1753810463,1753810463,8.7848,50.1944,1196.34,False,144.03,69.95,-0.33,,1303.02,7507.0,False,0,EDDF,LSZH,Frankfurt Airport,Zurich Airport,Frankfurt,Zurich,50.0379,8.5622,47.4647,8.5492,Unknown,medium,285.6288450490251,0
3ff91e,DMFGD,Germany,1753810463,1753810463,9.8295,48.671,861.06,False,36.72,168.69,-0.33,,960.12,7000.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,0
4cafcc,SAS506,Ireland,1753810463,1753810463,8.9991,54.792,11277.6,False,246.81,65.63,0.0,,11460.48,4614.0,False,0,EKCH,EDDF,Copenhagen Airport,Frankfurt Airport,Copenhagen,Frankfurt,55.6181,12.6561,50.0379,8.5622,Unknown,medium,768.2182355354822,0
485da3,KLM7914,Kingdom of the Netherlands,1753810463,1753810463,6.1221,52.7317,2743.2,False,83.75,206.25,0.0,,2842.26,7036.0,False,0,EHAM,EGLL,Amsterdam Schiphol,London Heathrow,Amsterdam,London,52.3105,4.7683,51.47,-0.4543,KLM,high,587.1678731284691,0
40649f,BAW94HG,United Kingdom,1753810463,1753810463,8.9067,53.4044,6591.3,False,195.74,248.09,8.78,,6697.98,1347.0,False,0,EGLL,EHAM,London Heathrow,Amsterdam Schiphol,London,Amsterdam,51.47,-0.4543,52.3105,4.7683,British Airways,high,587.1678731284691,0
01024d,MSC2975,Egypt,1753810462,1753810463,14.6967,50.0786,10888.98,False,237.74,141.77,1.95,,11117.58,4360.0,False,0,LOWW,EDDM,Vienna Airport,Munich Airport,Vienna,Munich,48.1103,16.5697,48.3538,11.7861,Unknown,medium,531.6670719805866,0
01024e,MSC602,Egypt,1753810463,1753810463,11.126,48.6902,10668.0,False,261.17,137.95,0.0,,11003.28,634.0,False,0,EDDM,LSZH,Munich Airport,Zurich Airport,Munich,Zurich,48.3538,11.7861,47.4647,8.5492,Unknown,medium,372.6033810834516,0
010244,MSR801,Egypt,1753810462,1753810463,11.0948,45.0049,10980.42,False,213.62,292.37,0.0,,11391.9,7743.0,False,0,LIMC,LIRF,Milan Malpensa,Rome Fiumicino,Milan,Rome,45.6306,8.7281,41.8003,12.2389,Unknown,medium,576.7399642718806,0
40643c,EZY78KA,United Kingdom,1753810463,1753810463,10.3019,50.0992,11269.98,False,239.74,90.49,-0.65,,11559.54,4620.0,False,0,EGGW,EIDW,London Luton,Dublin Airport,London,Dublin,51.8747,-0.3683,53.4213,-6.27,easyJet,high,677.2094849147124,0
010236,NMA2160,Egypt,1753810463,1753810463,12.2416,49.178,10378.44,False,205.22,301.26,0.0,,10652.76,1000.0,False,0,EDDM,EDDF,Munich Airport,Frankfurt Airport,Munich,Frankfurt,48.3538,11.7861,50.0379,8.5622,Unknown,medium,403.7368321696943,0
485e49,LIFELN4,Kingdom of the Netherlands,1753810347,1753810347,6.587,53.1265,7.62,False,11.56,57.72,-2.28,,76.2,6224.0,False,0,EHAM,EDDF,Amsterdam Schiphol,Frankfurt Airport,Amsterdam,Frankfurt,52.3105,4.7683,50.0379,8.5622,Unknown,medium,490.8960156472752,1
4b1a24,EZS65QK,Switzerland,1753810462,1753810462,10.8465,50.8368,11285.22,False,232.23,53.74,0.0,,11567.16,1000.0,False,0,EDDF,EDDM,Frankfurt Airport,Munich Airport,Frankfurt,Munich,50.0379,8.5622,48.3538,11.7861,Unknown,medium,403.7368321696943,0
4b1a25,EJU85YM,Switzerland,1753810462,1753810463,6.1266,46.0456,4838.7,False,192.07,209.17,10.4,,5059.68,,False,0,EGGW,LFPO,London Luton,Paris Orly,London,Paris,51.8747,-0.3683,48.7233,2.3794,easyJet Europe,high,464.096525409585,0
4b1a27,EZS68MA,Switzerland,1753810462,1753810462,8.4991,48.6593,9418.32,False,231.54,31.92,5.53,,9745.98,6744.0,False,0,LSZH,EDDF,Zurich Airport,Frankfurt Airport,Zurich,Frankfurt,47.4647,8.5492,50.0379,8.5622,Unknown,medium,285.6288450490251,0
4b1a29,EZS79LB,Switzerland,1753810463,1753810463,9.2589,45.1595,10980.42,False,208.91,296.0,0.0,,11399.52,5521.0,False,0,LIMC,LSZH,Milan Malpensa,Zurich Airport,Milan,Zurich,45.6306,8.7281,47.4647,8.5492,Unknown,medium,204.5512872959248,0
4b1a66,EZS93TN,Switzerland,1753810463,1753810463,8.2895,47.076,6705.6,False,216.51,115.77,9.1,,6972.3,1000.0,False,0,LSZH,LIMC,Zurich Airport,Milan Malpensa,Zurich,Milan,47.4647,8.5492,45.6306,8.7281,Unknown,medium,204.5512872959248,0
